orig_index,id,path,label,status,reason,width,height
2412,002413.jpg,/data/meteorite-identification/train_images/002413.jpg,1,keep,,640,427
2413,002414.jpg,/data/meteorite-identification/train_images/002414.jpg,1,keep,,800,600
2414,002415.jpg,/data/meteorite-identification/train_images/002415.jpg,0,keep,,1920,1280
2415,002416.jpg,/data/meteorite-identification/train_images/002416.jpg,0,keep,,1080,608
2416,002417.jpg,/data/meteorite-identification/train_images/002417.jpg,1,keep,,1080,1440
2417,002418.jpg,/data/meteorite-identification/train_images/002418.jpg,1,drop,too_large(>4096),4896,3672
2418,002419.jpg,/data/meteorite-identification/train_images/002419.jpg,1,keep,,1080,1440
2419,002420.jpg,/data/meteorite-identification/train_images/002420.jpg,1,keep,,450,270
2420,002421.jpg,/data/meteorite-identification/train_images/002421.jpg,0,keep,,366,252
2421,002422.jpg,/data/meteorite-identification/train_images/002422.jpg,0,keep,,1024,624
2422,002423.jpg,/data/meteorite-identification/train_images/002423.jpg,1,keep,,640,655
2423,002424.jpg,/data/meteorite-identification/train_images/002424.jpg,0,keep,,1600,1200
2424,002425.jpg,/data/meteorite-identification/train_images/002425.jpg,1,keep,,800,800
2425,002426.jpg,/data/meteorite-identification/train_images/002426.jpg,1,keep,,1440,1080
2426,002427.jpg,/data/meteorite-identification/train_images/002427.jpg,0,keep,,612,459
2427,002428.jpg,/data/meteorite-identification/train_images/002428.jpg,0,keep,,412,272
2428,002429.jpg,/data/meteorite-identification/train_images/002429.jpg,0,keep,,3264,2448
2429,002430.jpg,/data/meteorite-identification/train_images/002430.jpg,0,keep,,1024,680
2430,002431.jpg,/data/meteorite-identification/train_images/002431.jpg,0,keep,,1920,1272
2431,002432.jpg,/data/meteorite-identification/train_images/002432.jpg,0,keep,,300,224
2432,002433.jpg,/data/meteorite-identification/train_images/002433.jpg,0,keep,,1024,680
2433,002434.jpg,/data/meteorite-identification/train_images/002434.jpg,0,keep,,1920,1272
2434,002435.jpg,/data/meteorite-identification/train_images/002435.jpg,0,keep,,1920,1272
2435,002436.jpg,/data/meteorite-identification/train_images/002436.jpg,1,keep,,800,600
2436,002437.jpg,/data/meteorite-identification/train_images/002437.jpg,0,keep,,474,355
2437,002438.jpg,/data/meteorite-identification/train_images/002438.jpg,1,keep,,1080,1440
2438,002439.jpg,/data/meteorite-identification/train_images/002439.jpg,1,keep,,1080,1440
2439,002440.jpg,/data/meteorite-identification/train_images/002440.jpg,0,keep,,1920,1272
2440,002441.jpg,/data/meteorite-identification/train_images/002441.jpg,0,keep,,700,336
2441,002442.jpg,/data/meteorite-identification/train_images/002442.jpg,1,keep,,1080,1440
2442,002443.jpg,/data/meteorite-identification/train_images/002443.jpg,1,keep,,800,543
2443,002444.jpg,/data/meteorite-identification/train_images/002444.jpg,1,keep,,800,800
2444,002445.jpg,/data/meteorite-identification/train_images/002445.jpg,0,keep,,820,541
2445,002446.jpg,/data/meteorite-identification/train_images/002446.jpg,0,keep,,612,408
2446,002447.jpg,/data/meteorite-identification/train_images/002447.jpg,0,keep,,1920,1272
2447,002448.jpg,/data/meteorite-identification/train_images/002448.jpg,0,keep,,347,280
2448,002449.jpg,/data/meteorite-identification/train_images/002449.jpg,0,keep,,1920,1272
2449,002450.jpg,/data/meteorite-identification/train_images/002450.jpg,1,keep,,640,480
2450,002451.jpg,/data/meteorite-identification/train_images/002451.jpg,1,keep,,768,771
2451,002452.jpg,/data/meteorite-identification/train_images/002452.jpg,1,keep,,1080,1440
2452,002453.jpg,/data/meteorite-identification/train_images/002453.jpg,0,keep,,1024,768
2453,002454.jpg,/data/meteorite-identification/train_images/002454.jpg,0,keep,,1920,1272
2454,002455.jpg,/data/meteorite-identification/train_images/002455.jpg,0,keep,,1024,680
2455,002456.jpg,/data/meteorite-identification/train_images/002456.jpg,0,keep,,259,174
2456,002457.jpg,/data/meteorite-identification/train_images/002457.jpg,1,keep,,722,800
2457,002458.jpg,/data/meteorite-identification/train_images/002458.jpg,1,keep,,1200,1200
2458,002459.jpg,/data/meteorite-identification/train_images/002459.jpg,1,keep,,640,427
2459,002460.jpg,/data/meteorite-identification/train_images/002460.jpg,0,keep,,1024,768
2460,002461.jpg,/data/meteorite-identification/train_images/002461.jpg,0,keep,,1024,680
2461,002462.jpg,/data/meteorite-identification/train_images/002462.jpg,1,keep,,640,480
2462,002463.jpg,/data/meteorite-identification/train_images/002463.jpg,1,keep,,1080,1440
2463,002464.jpg,/data/meteorite-identification/train_images/002464.jpg,1,keep,,1653,2437
2464,002465.jpg,/data/meteorite-identification/train_images/002465.jpg,1,keep,,600,486
2465,002466.jpg,/data/meteorite-identification/train_images/002466.jpg,1,keep,,800,800
2466,002467.jpg,/data/meteorite-identification/train_images/002467.jpg,1,keep,,1440,1080
2467,002468.jpg,/data/meteorite-identification/train_images/002468.jpg,0,keep,,1024,680
2468,002469.jpg,/data/meteorite-identification/train_images/002469.jpg,1,keep,,800,800
2469,002470.jpg,/data/meteorite-identification/train_images/002470.jpg,0,keep,,1920,1272
2470,002471.jpg,/data/meteorite-identification/train_images/002471.jpg,0,keep,,1728,1296
2471,002472.jpg,/data/meteorite-identification/train_images/002472.jpg,1,keep,,800,600
2472,002473.jpg,/data/meteorite-identification/train_images/002473.jpg,1,keep,,800,800
2473,002474.jpg,/data/meteorite-identification/train_images/002474.jpg,1,keep,,672,452
2474,002475.jpg,/data/meteorite-identification/train_images/002475.jpg,0,keep,,1920,1272
2475,002476.jpg,/data/meteorite-identification/train_images/002476.jpg,0,keep,,1920,1272
2476,002477.jpg,/data/meteorite-identification/train_images/002477.jpg,0,keep,,811,1137
2477,002478.jpg,/data/meteorite-identification/train_images/002478.jpg,0,keep,,1920,1440
2478,002479.jpg,/data/meteorite-identification/train_images/002479.jpg,1,keep,,800,800
2479,002480.jpg,/data/meteorite-identification/train_images/002480.jpg,1,keep,,290,212
2480,002481.jpg,/data/meteorite-identification/train_images/002481.jpg,1,keep,,798,599
2481,002482.jpg,/data/meteorite-identification/train_images/002482.jpg,0,keep,,1024,680
2482,002483.jpg,/data/meteorite-identification/train_images/002483.jpg,1,keep,,3264,2448
2483,002484.jpg,/data/meteorite-identification/train_images/002484.jpg,1,keep,,1080,1920
2484,002485.jpg,/data/meteorite-identification/train_images/002485.jpg,0,keep,,311,312
2485,002486.jpg,/data/meteorite-identification/train_images/002486.jpg,1,keep,,1080,1440
2486,002487.jpg,/data/meteorite-identification/train_images/002487.jpg,0,keep,,1920,1280
2487,002488.jpg,/data/meteorite-identification/train_images/002488.jpg,0,keep,,1024,768
2488,002489.jpg,/data/meteorite-identification/train_images/002489.jpg,1,keep,,650,488
2489,002490.jpg,/data/meteorite-identification/train_images/002490.jpg,0,keep,,225,174
2490,002491.jpg,/data/meteorite-identification/train_images/002491.jpg,0,keep,,1920,1272
2491,002492.jpg,/data/meteorite-identification/train_images/002492.jpg,0,keep,,263,184
2492,002493.jpg,/data/meteorite-identification/train_images/002493.jpg,0,keep,,700,506
2493,002494.jpg,/data/meteorite-identification/train_images/002494.jpg,1,keep,,800,800
2494,002495.jpg,/data/meteorite-identification/train_images/002495.jpg,1,keep,,640,372
2495,002496.jpg,/data/meteorite-identification/train_images/002496.jpg,0,keep,,1920,1272
2496,002497.jpg,/data/meteorite-identification/train_images/002497.jpg,1,keep,,789,591
2497,002498.jpg,/data/meteorite-identification/train_images/002498.jpg,0,keep,,677,630
2498,002499.jpg,/data/meteorite-identification/train_images/002499.jpg,0,keep,,860,573
2499,002500.jpg,/data/meteorite-identification/train_images/002500.jpg,1,keep,,800,800
2500,002501.jpg,/data/meteorite-identification/train_images/002501.jpg,0,keep,,1920,1272
2501,002502.jpeg,/data/meteorite-identification/train_images/002502.jpeg,1,keep,,800,655
2502,002503.jpg,/data/meteorite-identification/train_images/002503.jpg,1,keep,,398,298
2503,002504.jpg,/data/meteorite-identification/train_images/002504.jpg,0,keep,,238,212
2504,002505.jpg,/data/meteorite-identification/train_images/002505.jpg,1,keep,,1440,1080
2505,002506.jpg,/data/meteorite-identification/train_images/002506.jpg,1,keep,,600,450
2506,002507.jpg,/data/meteorite-identification/train_images/002507.jpg,0,keep,,346,228
2507,002508.jpg,/data/meteorite-identification/train_images/002508.jpg,0,keep,,266,222
2508,002509.jpg,/data/meteorite-identification/train_images/002509.jpg,0,keep,,1920,1280
2509,002510.jpg,/data/meteorite-identification/train_images/002510.jpg,1,keep,,1440,1080
2510,002511.jpg,/data/meteorite-identification/train_images/002511.jpg,0,keep,,474,401
2511,002512.jpg,/data/meteorite-identification/train_images/002512.jpg,1,keep,,1080,1440
2512,002513.jpg,/data/meteorite-identification/train_images/002513.jpg,1,keep,,1440,1080
2513,002514.jpg,/data/meteorite-identification/train_images/002514.jpg,1,keep,,800,590
2514,002515.jpg,/data/meteorite-identification/train_images/002515.jpg,1,keep,,400,287
2515,002516.jpg,/data/meteorite-identification/train_images/002516.jpg,1,keep,,800,600
2516,002517.jpg,/data/meteorite-identification/train_images/002517.jpg,1,keep,,640,480
2517,002518.jpg,/data/meteorite-identification/train_images/002518.jpg,1,keep,,500,495
2518,002519.jpg,/data/meteorite-identification/train_images/002519.jpg,0,keep,,1920,1272
2519,002520.jpg,/data/meteorite-identification/train_images/002520.jpg,0,keep,,1920,1280
2520,002521.jpg,/data/meteorite-identification/train_images/002521.jpg,0,keep,,800,534
2521,002522.jpg,/data/meteorite-identification/train_images/002522.jpg,1,keep,,1440,1080
2522,002523.jpg,/data/meteorite-identification/train_images/002523.jpg,1,keep,,1080,1440
2523,002524.jpg,/data/meteorite-identification/train_images/002524.jpg,0,keep,,1920,1272
2524,002525.jpg,/data/meteorite-identification/train_images/002525.jpg,1,keep,,685,473
2525,002526.jpg,/data/meteorite-identification/train_images/002526.jpg,0,keep,,1920,1272
2526,002527.jpg,/data/meteorite-identification/train_images/002527.jpg,0,keep,,274,184
2527,002528.jpg,/data/meteorite-identification/train_images/002528.jpg,1,keep,,800,800
2528,002529.jpg,/data/meteorite-identification/train_images/002529.jpg,0,keep,,1728,1296
2529,002530.jpg,/data/meteorite-identification/train_images/002530.jpg,1,keep,,800,600
2530,002531.jpg,/data/meteorite-identification/train_images/002531.jpg,0,keep,,285,227
2531,002532.jpg,/data/meteorite-identification/train_images/002532.jpg,0,keep,,199,183
2532,002533.jpg,/data/meteorite-identification/train_images/002533.jpg,0,keep,,1920,1272
2533,002534.jpg,/data/meteorite-identification/train_images/002534.jpg,1,keep,,506,240
2534,002535.jpg,/data/meteorite-identification/train_images/002535.jpg,0,keep,,1920,1272
2535,002536.jpg,/data/meteorite-identification/train_images/002536.jpg,0,keep,,500,889
2536,002537.jpg,/data/meteorite-identification/train_images/002537.jpg,1,keep,,682,512
2537,002538.jpg,/data/meteorite-identification/train_images/002538.jpg,0,keep,,1024,680
2538,002539.jpg,/data/meteorite-identification/train_images/002539.jpg,1,drop,too_large(>4096),4896,3672
2539,002540.jpg,/data/meteorite-identification/train_images/002540.jpg,0,keep,,1920,1272
2540,002541.jpg,/data/meteorite-identification/train_images/002541.jpg,1,keep,,600,464
2541,002542.jpg,/data/meteorite-identification/train_images/002542.jpg,0,keep,,1000,1000
2542,002543.jpg,/data/meteorite-identification/train_images/002543.jpg,1,keep,,1080,1440
2543,002544.jpg,/data/meteorite-identification/train_images/002544.jpg,1,keep,,800,800
2544,002545.jpg,/data/meteorite-identification/train_images/002545.jpg,1,keep,,500,375
2545,002546.jpg,/data/meteorite-identification/train_images/002546.jpg,1,keep,,800,800
2546,002547.jpg,/data/meteorite-identification/train_images/002547.jpg,1,keep,,800,800
2547,002548.jpg,/data/meteorite-identification/train_images/002548.jpg,0,keep,,1024,768
2548,002549.jpg,/data/meteorite-identification/train_images/002549.jpg,1,keep,,773,796
2549,002550.jpg,/data/meteorite-identification/train_images/002550.jpg,0,keep,,1024,768
2550,002551.jpg,/data/meteorite-identification/train_images/002551.jpg,0,keep,,720,699
2551,002552.jpg,/data/meteorite-identification/train_images/002552.jpg,0,keep,,1024,768
2552,002553.jpg,/data/meteorite-identification/train_images/002553.jpg,1,keep,,800,637
2553,002554.jpg,/data/meteorite-identification/train_images/002554.jpg,0,keep,,1920,1272
2554,002555.jpg,/data/meteorite-identification/train_images/002555.jpg,1,keep,,3264,2448
2555,002556.jpg,/data/meteorite-identification/train_images/002556.jpg,1,keep,,800,800
2556,002557.jpg,/data/meteorite-identification/train_images/002557.jpg,0,keep,,1920,1280
2557,002558.jpg,/data/meteorite-identification/train_images/002558.jpg,0,keep,,1920,1272
2558,002559.jpg,/data/meteorite-identification/train_images/002559.jpg,1,keep,,800,800
2559,002560.jpg,/data/meteorite-identification/train_images/002560.jpg,0,keep,,1024,680
2560,002561.jpg,/data/meteorite-identification/train_images/002561.jpg,0,keep,,653,652
2561,002562.jpg,/data/meteorite-identification/train_images/002562.jpg,0,keep,,285,270
2562,002563.jpg,/data/meteorite-identification/train_images/002563.jpg,1,keep,,640,427
2563,002564.jpg,/data/meteorite-identification/train_images/002564.jpg,0,keep,,1920,1272
2564,002565.jpg,/data/meteorite-identification/train_images/002565.jpg,1,keep,,683,607
2565,002566.jpg,/data/meteorite-identification/train_images/002566.jpg,0,keep,,1920,1272
2566,002567.jpg,/data/meteorite-identification/train_images/002567.jpg,1,keep,,1200,1200
2567,002568.jpg,/data/meteorite-identification/train_images/002568.jpg,1,keep,,400,285
2568,002569.jpg,/data/meteorite-identification/train_images/002569.jpg,1,keep,,800,588
2569,002570.jpg,/data/meteorite-identification/train_images/002570.jpg,0,keep,,1024,680
2570,002571.jpg,/data/meteorite-identification/train_images/002571.jpg,1,keep,,1080,1440
2571,002572.jpg,/data/meteorite-identification/train_images/002572.jpg,0,keep,,608,612
2572,002573.jpg,/data/meteorite-identification/train_images/002573.jpg,1,keep,,800,800
2573,002574.jpg,/data/meteorite-identification/train_images/002574.jpg,1,keep,,1080,1440
2574,002575.jpg,/data/meteorite-identification/train_images/002575.jpg,0,keep,,700,437
2575,002576.jpg,/data/meteorite-identification/train_images/002576.jpg,1,keep,,750,675
2576,002577.jpg,/data/meteorite-identification/train_images/002577.jpg,0,keep,,474,432
2577,002578.jpg,/data/meteorite-identification/train_images/002578.jpg,0,keep,,275,183
2578,002579.jpg,/data/meteorite-identification/train_images/002579.jpg,1,keep,,800,800
2579,002580.jpg,/data/meteorite-identification/train_images/002580.jpg,1,keep,,800,800
2580,002581.jpg,/data/meteorite-identification/train_images/002581.jpg,0,keep,,1024,680
2581,002582.jpg,/data/meteorite-identification/train_images/002582.jpg,1,keep,,800,800
2582,002583.jpg,/data/meteorite-identification/train_images/002583.jpg,0,keep,,612,408
2583,002584.jpg,/data/meteorite-identification/train_images/002584.jpg,0,keep,,1024,680
2584,002585.jpg,/data/meteorite-identification/train_images/002585.jpg,0,keep,,249,204
2585,002586.jpg,/data/meteorite-identification/train_images/002586.jpg,1,keep,,450,325
2586,002587.jpg,/data/meteorite-identification/train_images/002587.jpg,1,keep,,640,480
2587,002588.jpg,/data/meteorite-identification/train_images/002588.jpg,0,keep,,612,329
2588,002589.jpg,/data/meteorite-identification/train_images/002589.jpg,0,keep,,1024,768
2589,002590.jpg,/data/meteorite-identification/train_images/002590.jpg,1,keep,,800,800
2590,002591.jpg,/data/meteorite-identification/train_images/002591.jpg,0,keep,,1920,1272
2591,002592.jpeg,/data/meteorite-identification/train_images/002592.jpeg,0,keep,,391,280
2592,002593.jpg,/data/meteorite-identification/train_images/002593.jpg,1,keep,,640,480
2593,002594.jpg,/data/meteorite-identification/train_images/002594.jpg,1,keep,,1200,1200
2594,002595.jpg,/data/meteorite-identification/train_images/002595.jpg,0,keep,,1920,1880
2595,002596.jpg,/data/meteorite-identification/train_images/002596.jpg,1,keep,,350,263
2596,002597.jpg,/data/meteorite-identification/train_images/002597.jpg,1,keep,,800,600
2597,002598.jpg,/data/meteorite-identification/train_images/002598.jpg,1,keep,,750,582
